file_stem,image_found,json_found,image_count,json_count,image_path,json_path,status
0047_1987_05_00000042_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_05_00000042_F.json,MISSING_IMAGE
0047_1987_05_00000042_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_05_00000042_f.png,,MISSING_JSON
0047_1987_05_00000043_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_05_00000043_F.json,MISSING_IMAGE
0047_1987_05_00000043_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_05_00000043_f.png,,MISSING_JSON
0047_1987_05_00000044_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_05_00000044_F.json,MISSING_IMAGE
0047_1987_05_00000044_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_05_00000044_f.png,,MISSING_JSON
0047_1987_05_00000045_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_05_00000045_F.json,MISSING_IMAGE
0047_1987_05_00000045_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_05_00000045_f.png,,MISSING_JSON
0047_1987_06_00000046_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_06_00000046_F.json,MISSING_IMAGE
0047_1987_06_00000046_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_06_00000046_f.png,,MISSING_JSON
0047_1987_07_00000047_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_07_00000047_F.json,MISSING_IMAGE
0047_1987_07_00000047_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_07_00000047_f.png,,MISSING_JSON
0047_1987_07_00000048_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_07_00000048_F.json,MISSING_IMAGE
0047_1987_07_00000048_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_07_00000048_f.png,,MISSING_JSON
0047_1987_09_00000049_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_09_00000049_F.json,MISSING_IMAGE
0047_1987_09_00000049_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_09_00000049_f.png,,MISSING_JSON
0047_1987_09_00000050_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_09_00000050_F.json,MISSING_IMAGE
0047_1987_09_00000050_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_09_00000050_f.png,,MISSING_JSON
0047_1987_11_00000001_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_11_00000001_F.json,MISSING_IMAGE
0047_1987_11_00000001_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_11_00000001_f.png,,MISSING_JSON
0047_1987_13_00000002_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_13_00000002_F.json,MISSING_IMAGE
0047_1987_13_00000002_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_13_00000002_f.png,,MISSING_JSON
0047_1987_13_00000003_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_13_00000003_F.json,MISSING_IMAGE
0047_1987_13_00000003_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_13_00000003_f.png,,MISSING_JSON
0047_1987_13_00000004_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_13_00000004_F.json,MISSING_IMAGE
0047_1987_13_00000004_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_13_00000004_f.png,,MISSING_JSON
0047_1987_15_00000005_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_15_00000005_F.json,MISSING_IMAGE
0047_1987_15_00000005_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_15_00000005_f.png,,MISSING_JSON
0047_1987_18_00000006_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_18_00000006_D.json,MISSING_IMAGE
0047_1987_18_00000006_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_18_00000006_d.png,,MISSING_JSON
0047_1987_18_00000007_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_18_00000007_D.json,MISSING_IMAGE
0047_1987_18_00000007_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_18_00000007_d.png,,MISSING_JSON
0047_1987_19_00000008_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000008_D.json,MISSING_IMAGE
0047_1987_19_00000008_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000008_d.png,,MISSING_JSON
0047_1987_19_00000009_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000009_D.json,MISSING_IMAGE
0047_1987_19_00000009_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000009_d.png,,MISSING_JSON
0047_1987_19_00000010_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000010_D.json,MISSING_IMAGE
0047_1987_19_00000010_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000010_d.png,,MISSING_JSON
0047_1987_19_00000011_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000011_D.json,MISSING_IMAGE
0047_1987_19_00000011_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000011_d.png,,MISSING_JSON
0047_1987_19_00000012_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000012_F.json,MISSING_IMAGE
0047_1987_19_00000012_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000012_f.png,,MISSING_JSON
0047_1987_19_00000013_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000013_F.json,MISSING_IMAGE
0047_1987_19_00000013_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000013_f.png,,MISSING_JSON
0047_1987_19_00000014_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_19_00000014_F.json,MISSING_IMAGE
0047_1987_19_00000014_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_19_00000014_f.png,,MISSING_JSON
0047_1987_24_00000016_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_24_00000016_D.json,MISSING_IMAGE
0047_1987_24_00000016_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_24_00000016_d.png,,MISSING_JSON
0047_1987_25_00000017_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_25_00000017_D.json,MISSING_IMAGE
0047_1987_25_00000017_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_25_00000017_d.png,,MISSING_JSON
0047_1987_25_00000018_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_25_00000018_D.json,MISSING_IMAGE
0047_1987_25_00000018_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_25_00000018_d.png,,MISSING_JSON
0047_1987_25_00000019_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_25_00000019_D.json,MISSING_IMAGE
0047_1987_25_00000019_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_25_00000019_d.png,,MISSING_JSON
0047_1987_25_00000020_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_25_00000020_D.json,MISSING_IMAGE
0047_1987_25_00000020_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_25_00000020_d.png,,MISSING_JSON
0047_1987_25_00000021_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_25_00000021_D.json,MISSING_IMAGE
0047_1987_25_00000021_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_25_00000021_d.png,,MISSING_JSON
0047_1987_26_00000022_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_26_00000022_D.json,MISSING_IMAGE
0047_1987_26_00000022_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_26_00000022_d.png,,MISSING_JSON
0047_1987_27_00000023_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_27_00000023_D.json,MISSING_IMAGE
0047_1987_27_00000023_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_27_00000023_d.png,,MISSING_JSON
0047_1987_27_00000024_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_27_00000024_D.json,MISSING_IMAGE
0047_1987_27_00000024_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_27_00000024_d.png,,MISSING_JSON
0047_1987_28_00000025_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_28_00000025_D.json,MISSING_IMAGE
0047_1987_28_00000025_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_28_00000025_d.png,,MISSING_JSON
0047_1987_28_00000026_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_28_00000026_D.json,MISSING_IMAGE
0047_1987_28_00000026_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_28_00000026_d.png,,MISSING_JSON
0047_1987_28_00000027_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_28_00000027_D.json,MISSING_IMAGE
0047_1987_28_00000027_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_28_00000027_d.png,,MISSING_JSON
0047_1987_29_00000028_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_29_00000028_D.json,MISSING_IMAGE
0047_1987_29_00000028_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_29_00000028_d.png,,MISSING_JSON
0047_1987_30_00000029_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_30_00000029_D.json,MISSING_IMAGE
0047_1987_30_00000029_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_30_00000029_d.png,,MISSING_JSON
0047_1987_30_00000030_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_30_00000030_D.json,MISSING_IMAGE
0047_1987_30_00000030_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_30_00000030_d.png,,MISSING_JSON
0047_1987_31_00000031_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_31_00000031_D.json,MISSING_IMAGE
0047_1987_31_00000031_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_31_00000031_d.png,,MISSING_JSON
0047_1987_33_00000032_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_33_00000032_D.json,MISSING_IMAGE
0047_1987_33_00000032_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_33_00000032_d.png,,MISSING_JSON
0047_1987_33_00000033_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_33_00000033_D.json,MISSING_IMAGE
0047_1987_33_00000033_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_33_00000033_d.png,,MISSING_JSON
0047_1987_33_00000034_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_33_00000034_D.json,MISSING_IMAGE
0047_1987_33_00000034_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_33_00000034_d.png,,MISSING_JSON
0047_1987_34_00000035_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_34_00000035_D.json,MISSING_IMAGE
0047_1987_34_00000035_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_34_00000035_d.png,,MISSING_JSON
0047_1987_34_00000036_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_34_00000036_D.json,MISSING_IMAGE
0047_1987_34_00000036_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_34_00000036_d.png,,MISSING_JSON
0047_1987_36_00000037_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_36_00000037_D.json,MISSING_IMAGE
0047_1987_36_00000037_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_36_00000037_d.png,,MISSING_JSON
0047_1987_36_00000038_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_36_00000038_D.json,MISSING_IMAGE
0047_1987_36_00000038_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_36_00000038_d.png,,MISSING_JSON
0047_1987_36_00000039_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0047\0047_1987_36_00000039_D.json,MISSING_IMAGE
0047_1987_36_00000039_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0047\0047_1987_36_00000039_d.png,,MISSING_JSON
0233_1964_19_00000001_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0233\0233_1964_19_00000001_F.json,MISSING_IMAGE
0233_1964_19_00000001_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0233\0233_1964_19_00000001_f.png,,MISSING_JSON
0233_1964_48_00000002_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0233\0233_1964_48_00000002_D.json,MISSING_IMAGE
0233_1964_48_00000002_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0233\0233_1964_48_00000002_d.png,,MISSING_JSON
0233_1964_58_00000005_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0233\0233_1964_58_00000005_D.json,MISSING_IMAGE
0233_1964_58_00000005_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0233\0233_1964_58_00000005_d.png,,MISSING_JSON
0278_1998_15_00000015_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0278\0278_1998_15_00000015_D.json,MISSING_IMAGE
0278_1998_15_00000015_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0278\0278_1998_15_00000015_d.png,,MISSING_JSON
0344_1980_09_00000008_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_09_00000008_F.json,MISSING_IMAGE
0344_1980_09_00000008_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_09_00000008_f.png,,MISSING_JSON
0344_1980_10_00000009_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_10_00000009_F.json,MISSING_IMAGE
0344_1980_10_00000009_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_10_00000009_f.png,,MISSING_JSON
0344_1980_10_00000010_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_10_00000010_F.json,MISSING_IMAGE
0344_1980_10_00000010_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_10_00000010_f.png,,MISSING_JSON
0344_1980_10_00000011_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_10_00000011_F.json,MISSING_IMAGE
0344_1980_10_00000011_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_10_00000011_f.png,,MISSING_JSON
0344_1980_10_00000012_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_10_00000012_F.json,MISSING_IMAGE
0344_1980_10_00000012_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_10_00000012_f.png,,MISSING_JSON
0344_1980_10_00000014_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_10_00000014_F.json,MISSING_IMAGE
0344_1980_10_00000014_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_10_00000014_f.png,,MISSING_JSON
0344_1980_11_00000015_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_11_00000015_F.json,MISSING_IMAGE
0344_1980_11_00000015_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_11_00000015_f.png,,MISSING_JSON
0344_1980_12_00000016_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_12_00000016_F.json,MISSING_IMAGE
0344_1980_12_00000016_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_12_00000016_f.png,,MISSING_JSON
0344_1980_13_00000017_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_13_00000017_F.json,MISSING_IMAGE
0344_1980_13_00000017_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_13_00000017_f.png,,MISSING_JSON
0344_1980_13_00000019_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_13_00000019_F.json,MISSING_IMAGE
0344_1980_13_00000019_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_13_00000019_f.png,,MISSING_JSON
0344_1980_16_00000020_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_16_00000020_F.json,MISSING_IMAGE
0344_1980_16_00000020_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_16_00000020_f.png,,MISSING_JSON
0344_1980_16_00000021_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_16_00000021_F.json,MISSING_IMAGE
0344_1980_16_00000021_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_16_00000021_f.png,,MISSING_JSON
0344_1980_17_00000022_F,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_17_00000022_F.json,MISSING_IMAGE
0344_1980_17_00000022_f,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_17_00000022_f.png,,MISSING_JSON
0344_1980_27_00000025_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_27_00000025_D.json,MISSING_IMAGE
0344_1980_27_00000025_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_27_00000025_d.png,,MISSING_JSON
0344_1980_29_00000028_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_29_00000028_D.json,MISSING_IMAGE
0344_1980_29_00000028_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_29_00000028_d.png,,MISSING_JSON
0344_1980_29_00000030_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_29_00000030_D.json,MISSING_IMAGE
0344_1980_29_00000030_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_29_00000030_d.png,,MISSING_JSON
0344_1980_43_00000048_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_43_00000048_D.json,MISSING_IMAGE
0344_1980_43_00000048_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_43_00000048_d.png,,MISSING_JSON
0344_1980_43_00000054_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0344\0344_1980_43_00000054_D.json,MISSING_IMAGE
0344_1980_43_00000054_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0344\0344_1980_43_00000054_d.png,,MISSING_JSON
0360_1992_17_00000019_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0360\0360_1992_17_00000019_D.json,MISSING_IMAGE
0360_1992_17_00000019_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0360\0360_1992_17_00000019_d.png,,MISSING_JSON
0804_1986_36_00000027_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0804\0804_1986_36_00000027_D.png,,MISSING_JSON
0804_1986_36_00000027_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0804\0804_1986_36_00000027_d.json,MISSING_IMAGE
0822_1964_37_00000045_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0822\0822_1964_37_00000045_F.png,,MISSING_JSON
0822_1964_37_00000045_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0822\0822_1964_37_00000045_f.json,MISSING_IMAGE
